Period,X1,X2,X3,X4,X5,CR,CLTL,NIS,TETA,ROA,ROE,Indication
2015,0.219152301,0.032303841,0.043145094,2.838499915,0.441264377,2.134992488,0.772951302,0.050816739,0.750195123,0.022423617,0.029890379,Healthy
2016,0.314470106,0.09383874,0.11611081,6.405334894,0.531925578,3.216560372,0.766325982,0.158013991,0.814865971,0.084051683,0.103147863,Secure
2017,0.263916743,0.061945252,0.063023092,3.414413931,0.248337747,2.173200873,0.78064216,0.153678115,0.711834116,0.038164077,0.053613723,Healthy
2018,0.242062567,0.041727883,0.065388798,2.323565108,0.267443134,1.989531329,0.745677254,0.146826878,0.6719446,0.039267841,0.058439104,Healthy
2019,0.212295492,0.032215807,0.066110865,1.011695465,0.237360769,1.848037973,0.635382744,0.135725069,0.606005593,0.032215807,0.053160907,Insolvent
2015,0.006691527,0.667576924,0.018193348,1.17355171,0.248269052,1.02675553,0.984689134,0.004053917,0.746012385,0.001006462,0.001349122,Healthy
2016,0.055718162,0.630433608,0.020045356,1.029496505,0.254770097,1.252714753,0.747036483,0.002663411,0.704862515,0.000678558,0.000962681,Healthy
2017,0.028949508,0.628897369,0.026289277,2.329091751,0.267919031,1.122204263,0.79892954,0.003161037,0.703485214,0.000846902,0.001203866,Healthy
2018,0.052082194,0.660423513,0.048650703,7.715555069,0.292355786,1.254476618,0.791719556,0.058611061,0.741494367,0.017135283,0.023109121,Secure
2019,0.066252593,0.582313326,0.052988863,4.104836384,0.341600126,1.339824929,0.621848915,0.067831355,0.686481795,0.023171199,0.033753553,Healthy
2015,0.234654942,0.111262192,0.139336027,4.742165116,0.470485298,1.598182175,0.894706143,0.216302587,0.561554297,0.101767187,0.181224127,Secure
2016,0.244383618,0.113785393,0.117469192,4.127890954,0.507404506,1.631736773,0.855403084,0.161665471,0.54776401,0.082029789,0.149753885,Healthy
2017,0.24174901,0.122586137,0.128537011,3.96850951,0.58993972,1.594193815,0.899166721,0.14634632,0.547523163,0.086335507,0.157683753,Secure
2018,0.26648449,0.13364358,0.103826603,2.920330113,0.51950115,1.661730971,0.944908684,0.140675007,0.573812571,0.073080828,0.127360102,Healthy
2019,0.287007827,0.125493217,0.08399217,2.274782256,0.50657756,1.706441928,0.959064204,0.116652553,0.576386695,0.059093566,0.102524167,Healthy
2015,-0.079724368,-0.011930676,0.036613287,0.669701212,0.211238022,0.645682952,0.619055436,0.004267905,0.636529228,0.000901544,0.001416343,Insolvent
2016,-0.106439875,-0.029991234,0.047232093,0.653450858,0.31668227,0.562956053,0.670433537,-0.015856307,0.636735033,-0.005021411,-0.007886187,Insolvent
2017,-0.109580728,-0.028771511,0.034408831,0.996652454,0.222198704,0.564933317,0.708016564,0.005767403,0.644258168,0.00128151,0.001989124,Insolvent
2018,-0.100913831,-0.01912703,0.03563191,0.89164411,0.234592447,0.618203018,0.74852951,0.040263178,0.646890602,0.009445437,0.01460129,Insolvent
2019,-0.08049319,-0.00934977,0.034185046,0.513997334,0.231485719,0.708409132,0.776318754,0.040904602,0.644413602,0.009468831,0.014693717,Insolvent
2015,-0.02515909,0,0.040101482,3.203257924,1.315907586,0.949961541,0.907300214,0.033950916,0.445833867,0.044676268,0.100208332,Healthy
2016,-0.046987468,-0.049753381,0.062323309,2.9437789,1.39031588,0.903424043,0.898546739,0.023551589,0.458532559,0.032744148,0.071410738,Healthy
2017,-0.072233234,-0.099004107,0.004001509,6.53411734,1.341542259,0.856173462,0.904133547,-0.00960971,0.444523808,-0.012891832,-0.029001444,Secure
2018,-0.053537624,-0.042236009,0.085553327,7.702520345,1.346757282,0.89412615,0.905141955,0.034530823,0.441332131,0.046504637,0.105373333,Secure
2019,-0.041033121,-0.00050575,0.074635756,30.55860059,1.30502172,0.921645454,0.912796726,0.031029555,0.426284904,0.040494243,0.094993377,Secure
2015,0.245581398,0.238307921,0.059181559,1.545409344,0.320253353,1.872799834,0.635152417,0.084409583,0.557000887,0.027032452,0.048532152,Healthy
2016,0.285590348,0.246832409,0.059829988,1.228042407,0.311658601,1.983581449,0.642676979,0.090738059,0.548206006,0.028279297,0.051585164,Healthy
2017,0.327028175,0.230627134,0.071029055,1.002447163,0.404110225,2.065451687,0.59090592,0.082690746,0.480562777,0.033416176,0.069535506,Healthy
2018,0.322521813,0.21013259,0.050487815,0.558076879,0.351343259,2.021586663,0.549547892,0.053279832,0.42551548,0.01871951,0.043992547,Insolvent
2019,0.251515549,0.173919467,0.034702159,0.218088049,0.169929812,1.570604439,0.680084243,0.042613721,0.351862752,0.007241342,0.020580018,Insolvent
2015,0.084846269,0.578664551,0.058599671,9.210365102,0.635087414,1.168085847,0.969416465,0.057879937,0.479295643,0.03675882,0.076693415,Secure
2016,-0.02160275,0.493944615,0.045653901,5.908729942,0.682011109,0.961859929,0.96965328,0.05270097,0.415867897,0.035942647,0.086428039,Secure
2017,-0.047218695,0.436780007,0.069404317,6.324229784,0.824280654,0.919428086,0.960301095,0.060416242,0.389728804,0.049799939,0.127781007,Secure
2018,0.167153174,0.428353478,0.080285136,7.613478997,1.086491789,1.293710129,0.94880488,0.072488363,0.400182968,0.078758012,0.196805006,Secure
2019,0.242757524,0.540597569,0.107159566,8.189341389,1.613764817,1.565222469,0.917884671,0.05050013,0.532086943,0.081495333,0.153161685,Secure
2015,0.364303866,0.162987272,0.092963818,1.263452737,0.46759014,2.512804978,0.664913517,0.098979338,0.637827331,0.046281763,0.072561586,Healthy
2016,0.343172567,0.172209654,0.093119667,1.696126013,0.464662834,2.489405924,0.676122342,0.141989547,0.659219921,0.065977265,0.100083846,Healthy
2017,0.31983293,0.156982355,0.08474992,1.257102733,0.45713536,2.113637102,0.771321138,0.083776079,0.627656093,0.038297008,0.06101591,Healthy
2018,0.278575655,0.125422889,0.04785484,0.685101149,0.297391907,1.831349334,0.849472948,0.005541046,0.605533565,0.001647862,0.002721339,Insolvent
2019,0.31698913,0.111274863,0.048737039,0.00337695,0.163786481,2.112632139,0.717248593,-0.000503983,0.602787356,-8.25E-05,-0.00013694,Insolvent
2015,-0.549097973,-1.350419909,-0.028201518,0.297539917,0.600278158,0.554690015,0.713329396,-0.041689397,-0.728611055,-0.025025235,0.034346493,Insolvent
2016,0.508796439,-1.487448848,-0.065715932,0.579000855,0.674906816,3.39816484,0.116847732,-0.090123307,-0.815702718,-0.060824834,0.074567404,Insolvent
2017,0.295057411,-1.482378453,0.009518793,1.241624354,0.728836591,1.674142844,0.24139121,0.011816308,-0.813147545,0.008612157,-0.010591137,Insolvent
2018,0.136369417,-1.009060916,0.008255317,1.562370737,0.540248896,1.432140826,0.262839873,0.014040792,-0.200605804,0.007585523,-0.037813076,Insolvent
2019,0.111886408,-1.01018356,0.011204565,1.128779829,0.671706612,1.319447308,0.293533742,0.01449079,-0.193218742,0.009733559,-0.050375854,Insolvent
2015,0.206127649,0.168607625,0.162102815,3.286177126,0.77641916,1.501251681,0.858606346,0.126422997,0.521054262,0.098157237,0.188381987,Secure
2016,0.206115591,0.159992472,0.14284524,3.902195108,0.762879615,1.489115811,0.845977979,0.105755206,0.501872999,0.08067849,0.160754794,Secure
2017,0.203813882,0.193622502,0.156247682,2.842605792,0.694567853,1.503237004,0.841825389,0.13659149,0.518895772,0.094872058,0.182834517,Healthy
2018,0.213112584,0.208217769,0.124104812,2.423124109,0.502875225,1.577842544,0.832125489,0.133476925,0.55678877,0.067122239,0.120552429,Healthy
2019,0.21952009,0.218597802,0.120045715,1.208307007,0.388733678,1.621231545,0.793832848,0.171222976,0.554865037,0.066560137,0.119957346,Healthy
2015,-0.312204079,-0.357737707,0.074268248,2.060221323,0.904313364,0.455847632,0.772681863,0.016401105,0.257464314,0.014831738,0.057606967,Healthy
2016,-0.281680467,-0.618773952,0.057861198,4.276466337,1.20703364,0.501426698,0.625406637,0.009180329,0.096630907,0.011080965,0.114673098,Healthy
2017,-0.221306191,-0.599304203,0.107580243,6.64276155,1.402708288,0.597933024,0.646034973,0.035004987,0.148000911,0.049101785,0.331766774,Secure
2018,-0.107916405,-0.557633819,0.132613695,22.21201906,1.579372687,0.768420752,0.613079911,0.053928534,0.239899977,0.085173254,0.355036523,Secure
2019,0.000715555,-0.390620146,0.131489708,16.64697597,1.368634579,1.00168915,0.778722377,0.068355972,0.456008333,0.093554347,0.205159292,Secure
2015,0.117474326,0.412175604,0.042282594,3.409002458,0.914416216,1.243277132,0.928668099,0.024435427,0.480026577,0.022344151,0.046547737,Secure
2016,0.132841912,0.407268566,0.033178618,2.365137294,0.471524553,1.276057355,0.92199043,0.043057409,0.478073458,0.020302626,0.042467586,Healthy
2017,0.12009774,0.478556003,0.04532624,2.299684504,0.744229376,1.301709901,0.857368194,0.032256094,0.535722215,0.024005933,0.044810411,Healthy
2018,0.098528802,0.370331279,0.040342553,1.593396284,0.742098346,1.185146793,0.913513842,0.027429111,0.417451786,0.020355098,0.048760357,Healthy
2019,0.110839369,0.389675296,0.046087716,1.058813378,0.794665682,1.216559804,0.909092016,0.018604468,0.437000057,0.014784333,0.03383142,Healthy
2015,0.252036256,0.042661693,0.055910327,1.098607215,0.179453469,2.630480098,0.395260112,0.126668335,0.60892097,0.022731072,0.037330086,Insolvent
2016,0.229131897,0.060327959,0.06129163,1.79382174,0.226297173,2.257866127,0.462158269,0.146219875,0.605851026,0.033089144,0.054615975,Healthy
2017,0.243241393,0.0530319,0.036650137,1.676146533,0.202748817,2.131495941,0.565956084,0.065878033,0.620159081,0.013356693,0.021537527,Healthy
2018,0.22910031,0.064540459,0.046557331,1.106785934,0.291003862,1.925550634,0.623176872,0.073376995,0.602795493,0.021352989,0.035423272,Insolvent
2019,0.230642099,0.063516953,0.037500052,0.576839397,0.214972337,1.884696732,0.654797082,0.057526036,0.601858524,0.012366506,0.020547198,Insolvent
2015,0.571403948,0.337740802,0.105101137,7.523316482,0.336819888,4.45972753,0.758911017,0.211424674,0.782374149,0.071212035,0.091020434,Secure
2016,0.614333933,0.327028264,0.108116321,10.5240311,0.369228222,7.099369211,0.65202884,0.229167963,0.845526931,0.08461528,0.100074021,Secure
2017,0.594645325,0.300661547,0.081244913,9.332701294,0.376643348,6.0868801,0.73361339,0.16964804,0.8406547,0.063896806,0.076008385,Secure
2018,0.598157083,0.317749442,0.068383802,9.165817692,0.361877037,7.26563427,0.798464205,0.158135274,0.880437563,0.057225525,0.064996687,Secure
2019,0.594826691,0.331271975,0.054034432,6.411638402,0.321492819,8.36196697,0.84223374,0.119999891,0.904067901,0.038579103,0.042672794,Secure
2015,0.048855426,0.124862282,0.018697148,1.470830588,0.160169029,1.176470588,0.435230811,0.042917066,0.36390668,0.006873985,0.018889416,Insolvent
2016,0.062495349,0.116741784,0.047171706,1.165216102,0.306190161,1.176470588,0.524632305,0.060798358,0.32497426,0.018615859,0.057284103,Insolvent
2017,0.060808787,0.071300858,0.080339264,0.159152339,0.696443252,1.176470588,0.445812006,0.006310842,0.227066297,0.004395143,0.019356211,Insolvent
2018,0.079709586,0.090901325,0.106524111,0.334237788,0.899830011,1.176470588,0.581156306,0.047808306,0.222777682,0.043019348,0.19310439,Healthy
2019,0.072376966,0.087331918,0.084764813,0.256110569,0.912681461,1.176470588,0.61675639,0.030132076,0.335011118,0.027500987,0.082089774,Healthy
2015,0.027333338,0.147987552,0.060591529,1.843940368,0.651072103,1.04821186,0.89148867,0.05719873,0.36405001,0.037240498,0.102295005,Healthy
2016,0.064438388,0.137043802,0.076184987,1.442956184,0.616839721,1.110378709,0.866040042,0.06253196,0.325904563,0.038572197,0.118354271,Healthy
2017,0.05195568,0.146338635,0.103399622,1.03484033,1.010333911,1.082970709,0.906544055,0.044883573,0.309252505,0.045347396,0.1466355,Healthy
2018,0.041290427,0.148362872,0.09517497,0.62267159,1.057122126,1.06329561,0.906537115,0.03729133,0.280401594,0.03942149,0.140589394,Healthy
2019,0.07789517,0.139751061,0.069500121,0.327907961,0.927850422,1.151266297,0.754563646,0.028302072,0.317547425,0.02626009,0.082696591,Healthy
2015,0.225687928,0.026672767,0.044072579,1.301560895,0.485783762,1.466921587,0.907858194,0.037491008,0.467589811,0.018212523,0.038949785,Healthy
2016,0.288714212,0.041685033,0.062191005,1.252478664,0.501757623,1.737324032,0.850196689,0.01851136,0.539435601,0.009288216,0.017218396,Healthy
2017,0.205663385,0.041163017,0.039508369,1.260417909,0.449414174,1.35901433,0.92817243,0.028338549,0.382813338,0.012735746,0.033268814,Healthy
2018,0.213048326,0.026035608,0.057926632,1.135979798,0.537061195,1.364019142,0.93571922,0.056126671,0.374527306,0.030143457,0.080484004,Healthy
2019,0.143725639,0.022398462,0.05265889,0.521104187,0.407735346,1.227907923,0.948958564,0.035962399,0.335450134,0.014663141,0.043711836,Insolvent
2015,0.524439772,0.021077881,0.091687192,4.918399146,0.084284257,2.263768523,0.879526018,0.695575596,0.528176689,0.058626073,0.110997084,Healthy
2016,0.457159849,0.01680537,0.045693144,4.687143878,0.73338279,2.051319759,0.884650137,0.030799176,0.508456786,0.022587586,0.044423807,Secure
2017,0.506910362,0.018767074,0.039555704,6.040285677,0.733358213,2.333555694,0.732861979,0.025469802,0.481322009,0.018678488,0.038806636,Secure
2018,0.493734293,0.016749713,0.016559749,7.285306711,0.826318847,2.270298589,0.759785048,-0.002889926,0.488439817,-0.002388001,-0.004889037,Secure
2019,0.340523673,-0.073635573,-0.062128523,4.803159136,0.268235705,1.6233172,0.83708999,-0.27690392,0.347371479,-0.074275518,-0.213821579,Healthy
2015,0.252377127,0.155544516,0.043651081,2.074901767,0.243323814,2.201000745,0.595296281,0.100715159,0.647000942,0.024506397,0.03787691,Healthy
2016,0.158349517,0.153705208,0.020798304,1.915292729,0.157664314,1.520601204,0.927749193,0.029826741,0.67214562,0.004702613,0.006996419,Healthy
2017,0.158139503,0.10897689,-0.005365952,0.846390214,0.125239839,1.547815779,0.729073963,-0.265494866,0.604055564,-0.033250534,-0.05504549,Insolvent
2018,0.157017609,0.078506186,0.002384414,0.565558427,0.091277587,1.498916041,0.681622232,-0.27806097,0.53828164,-0.025380734,-0.047151403,Insolvent
2019,0.20326588,0.055535202,0.01237581,0.326946508,0.102678279,1.740249986,0.556505232,-0.232153555,0.506579912,-0.023837128,-0.047055019,Insolvent
2015,0.153453321,0.068262154,0.119136792,0.239532079,0.997422992,1.277147225,0.839753555,0.063647581,0.340653194,0.06348356,0.18635833,Healthy
2016,0.307802241,0.055069639,0.076438703,0.157376651,0.557943066,1.631429462,0.916525233,0.067575192,0.468133657,0.03770311,0.080539199,Insolvent
2017,0.173948633,0.059379141,0.097588775,0.233730169,0.609314474,1.380493277,0.751154623,0.097175944,0.391382144,0.059210709,0.15128618,Insolvent
2018,0.007425241,0.049272177,0.063023791,0.104240649,0.432449018,1.019710699,0.497945706,0.088001559,0.243469278,0.038056188,0.156307967,Insolvent
2019,0.006813863,0.050708173,0.056846652,0.062924999,0.421321353,1.026152734,0.326152198,0.081027385,0.201167002,0.034138567,0.16970262,Insolvent
2015,0.517870828,0.118150449,0.037436107,1.115004986,0.304156941,2.549508504,0.470781205,0.072627356,0.290081707,0.022090115,0.076151353,Healthy
2016,0.453870276,0.110544307,0.049933983,1.096114045,0.360632932,2.097397317,0.559715328,0.085846394,0.261074512,0.030959037,0.118583146,Healthy
2017,0.452250107,0.137232481,0.074387084,1.697187257,0.461752867,2.067240754,0.581034053,0.10233151,0.270685764,0.047251868,0.174563552,Healthy
2018,0.479780357,0.154310277,0.081537612,1.180422397,0.517747497,2.14364393,0.597253747,0.103562117,0.29758666,0.053619027,0.180179538,Healthy
2019,0.477774886,0.159287192,0.053954268,0.499041332,0.33739288,2.1615313,0.585547939,0.10322889,0.297526504,0.034828692,0.117060806,Insolvent
2015,0.492906646,-0.278628118,0.026232271,0.416316401,0.354360995,2.979216081,0.261130329,-0.007862794,0.046294808,-0.002786267,-0.060185312,Insolvent
2016,0.399878156,-11.53700584,-0.006502771,1.788286297,0.106009909,2.61854585,0.149700656,-1.088291728,-0.650361066,-0.115369707,0.177393317,Insolvent
2017,-0.878024953,-0.820841358,0.005277013,3.17204398,0.526528716,0.38944876,0.999999463,0.003342467,-0.438086383,0.001759905,-0.004017255,Insolvent
2018,-0.216892174,-0.199596277,0.010698851,3.914282308,0.206791169,0.425826385,0.999999996,0.035614238,0.622253323,0.00736471,0.011835549,Healthy
2019,-0.2149099,-0.196859294,0.013764028,4.559766817,0.227643871,0.42376782,0.999109816,0.031749076,0.626710573,0.007227483,0.011532409,Healthy
2015,0.077032595,0.110893043,0.053924781,1.631867595,0.398570389,1.138905769,0.905752621,0.067337666,0.387727652,0.0268388,0.069220753,Healthy
2016,0.062214772,0.176032071,0.140720847,3.301752394,0.983647028,1.150034882,0.852959859,0.074683809,0.513847323,0.073462506,0.14296563,Secure
2017,0.30775887,0.168248515,0.072387683,2.456811525,0.520795317,2.401946668,0.411008075,0.079068875,0.465892433,0.0411787,0.088386711,Healthy
2018,0.645498549,0.057441732,0.027064116,0.384642699,0.212595191,4.124536151,0.2440312,0.064231798,0.153427102,0.013655371,0.089002341,Insolvent
2019,0.149324493,0.185435889,0.092026158,1.442871742,0.702271258,1.345375932,0.831152852,0.060134934,0.479814695,0.042231036,0.088015302,Healthy
2015,0.160393818,0.293419006,0.10850405,3.556505527,0.556221777,1.504560549,0.70463203,0.117916023,0.548859356,0.06558746,0.119497754,Healthy
2016,0.232216704,0.282242386,0.067447406,2.146720348,0.587923052,2.101539549,0.409877606,0.086557739,0.485673181,0.05088929,0.104780935,Healthy
2017,0.038938824,0.182378595,0.038582716,0.861943745,0.339714262,1.142811528,0.390253822,0.08004932,0.301329514,0.027193896,0.090246373,Insolvent
2018,0.001149967,0.14076032,0.024916902,0.391477477,0.376240888,1.003604571,0.41180103,0.044368997,0.225280515,0.016693431,0.074100642,Insolvent
2019,-0.004627429,0.126127288,0.003621506,0.245112996,0.488556876,0.98627352,0.422002754,0.015029611,0.201149968,0.00734282,0.036504205,Insolvent
2015,0.024327257,0.06522355,0.068702062,0.980911887,0.688892568,1.045425928,0.860479736,0.026884437,0.377629951,0.018520489,0.049044014,Healthy
2016,0.084466093,0.079603931,0.072177881,1.12908776,0.758317598,1.18664776,0.786556519,0.027821021,0.424653217,0.021097169,0.049680936,Healthy
2017,-0.004926294,0.068768573,0.062747159,1.168396899,0.656204281,0.991306421,0.888388508,0.035754056,0.362149626,0.023461964,0.064785279,Healthy
2018,-0.025034465,0.053912292,0.064447608,0.724472068,0.683476021,0.954837483,0.799609651,0.033532596,0.306762324,0.022918726,0.07471167,Insolvent
2019,0.024154451,0,0.08440524,0.614532229,0.717571173,1.044823453,0.747274674,0.042402314,0.278873268,0.030426678,0.109105754,Healthy
2015,0.075840817,0.040123827,0.011485002,4.267207046,0.088163641,2.19107102,0.86815902,0.081865821,0.926655752,0.007217589,0.007788857,Healthy
2016,0.078610688,0.035990721,0.004013192,28.20984326,0.064113564,2.284258863,0.863274955,0.00741639,0.929094506,0.000475491,0.000511779,Secure
2017,0.071145066,0.023580419,-0.00907125,8.993868935,0.037596809,2.189169696,0.854157613,-0.311554314,0.92995729,-0.011713448,-0.012595684,Secure
2018,0.063006096,0.010595179,-0.00572965,6.582230567,0.041846275,1.969161679,0.863304324,-0.234160596,0.924695241,-0.009798749,-0.010596733,Healthy
2019,0.059547659,0.005728611,0.003346404,6.805637631,0.04589553,1.744818311,0.890431764,-0.017693169,0.91021295,-0.000812037,-0.00089214,Secure
2015,0.451884227,0.347443917,0.105365894,1.176194462,0.649736203,4.872993135,0.864640606,0.136063641,0.865058719,0.088405473,0.102195922,Healthy
2016,0.484393339,0.383833553,0.108022548,3.316903103,0.692871999,20.69623329,0.567568967,0.13323528,0.956669237,0.092314995,0.096496251,Secure
2017,0.482784565,0.367636977,0.098970136,2.887216297,0.621896017,25.98278249,0.511947037,0.138994441,0.962252557,0.086440089,0.089830979,Healthy
2018,0.430757494,0.339231871,0.065206631,1.067385362,0.543884125,19.67410562,0.536979827,0.101230557,0.95704289,0.055057693,0.057528971,Healthy
2019,0.327951292,0.296193306,0.047319935,0.271213919,0.414493499,8.565882759,0.644963883,0.102259972,0.932793026,0.042386094,0.045439977,Insolvent
2015,0.064295695,0.05539369,0.056841765,7.08960117,0.680961619,1.311352776,0.8,0.033022673,0.741869591,0.022487173,0.03031149,Secure
2016,0.015446915,0.077884699,0.062548899,5.886904679,0.720722935,1.063720866,0.962031795,0.04435417,0.748017337,0.031967068,0.042735731,Secure
2017,0.007677116,0.093074262,0.061838952,4.271671347,0.749688345,1.032423006,0.772832204,0.048429883,0.693620578,0.036307319,0.05234464,Healthy
2018,0.004626493,0.0928226,0.053529321,2.864520617,0.734931971,1.01923518,0.787304493,0.039343997,0.694498798,0.028915162,0.041634574,Healthy
2019,0.002009776,0.08452419,0.040471402,2.096759605,0.622786658,1.008330538,0.700216629,0.026305622,0.655457954,0.01638279,0.024994419,Healthy
2015,0.359847664,0.253693546,0.387894573,6.242923407,3.338098823,1.73329645,0.99630605,0.034381866,0.50745452,0.114770067,0.226168184,Secure
2016,0.338036009,0.230832493,0.199881034,4.062825173,2.168739241,1.605203986,0.99853348,0.036671621,0.440630793,0.079531183,0.180493929,Secure
2017,0.353635675,0.295582312,0.202544098,5.576155839,2.485005067,1.725258925,0.997103294,0.033976827,0.510984261,0.084432588,0.165235203,Secure
2018,0.384532541,0.304592978,0.186178576,5.687550898,2.469092781,1.775897633,0.998071878,0.031370378,0.50344558,0.077456373,0.153852525,Secure
2019,0.536696862,0.411216211,0.238087488,8.416520604,3.28448649,2.555819197,0.997575694,0.028896601,0.654200731,0.094910495,0.145078552,Secure
2015,0.23546072,0.133330717,0.09502545,2.113701,1.145735263,1.676971939,0.921151063,0.049532001,0.622413079,0.05675056,0.091178289,Healthy
2016,0.275555828,0.149687613,0.113742759,3.586126659,1.07634577,1.846081109,0.920335754,0.050438099,0.646123839,0.054288835,0.084022337,Secure
2017,0.32333544,0.221490315,0.193021242,3.116800566,1.277428244,2.016796612,0.929739779,0.094523517,0.657975036,0.12074701,0.183513057,Secure
2018,0.390495515,0.2704432,0.168293638,2.130988927,1.137168104,2.273093833,0.935597945,0.093144896,0.672156652,0.105921405,0.157584404,Secure
2019,0.539717887,0.310939559,0.128595486,0.993219804,0.920091039,3.848815051,0.585805365,0.08289534,0.676593152,0.07627126,0.112728394,Healthy
2015,0.200123645,0.043931996,0.028688429,0.298786597,0.268971997,1.428571429,0.563352687,0.041255061,0.17111397,0.011096456,0.064848336,Insolvent
2016,-0.016681212,0.041510073,0.021759035,0.372182443,0.238028771,0.975076459,0.808050548,0.036804658,0.171715908,0.008760567,0.051017798,Insolvent
2017,-0.020688449,0.035698652,0.019073478,0.264208083,0.173215024,0.971390671,0.845934968,0.043333158,0.145163054,0.007505954,0.051707055,Insolvent
2018,0.207637248,0.035524316,0.037641987,0.23083292,0.275108359,1.428571429,0.568156859,0.031715288,0.147265577,0.008725141,0.05924766,Insolvent
2019,-0.056140516,0.029707405,0.044452999,0.133345192,0.309183732,0.929547539,0.907540388,0.019395922,0.121960065,0.005996904,0.049171043,Insolvent
2015,0.427204472,0.062550172,0.159643792,6.252110582,1.891844702,2.896015035,0.368165726,0.053334972,0.388001077,0.100901483,0.260054648,Secure
2016,0.312491783,0.10433213,0.153834363,3.935598501,1.580224767,1.771709917,0.615006408,0.060652131,0.341577172,0.095843999,0.280592518,Secure
2017,0.272478056,0.115315631,0.167617079,3.073350732,1.563884144,1.571128785,0.695885616,0.067468818,0.314417659,0.105513415,0.335583615,Secure
2018,0.269564585,0.114420144,0.187851918,2.788003678,1.614416015,1.521848725,0.71759603,0.067214368,0.280156347,0.108511953,0.387326413,Secure
2019,0.280719077,0.157371548,0.181384251,2.517547022,1.458719062,1.645627131,0.629197438,0.068424709,0.308959964,0.099812427,0.323059422,Secure
2015,0.234327691,0.090313643,0.058737771,0.482496609,0.192149815,1.880065009,0.401206999,0.068741437,0.336348076,0.013208654,0.039270789,Insolvent
2016,0.276326582,0.101269615,0.062309208,0.382619529,0.189520462,2.186841465,0.342883245,0.106242045,0.320978241,0.020135041,0.062730238,Insolvent
2017,0.28153351,0.095215365,0.061836617,0.436526987,0.183323737,2.315700047,0.311416422,0.106657116,0.312881419,0.019552781,0.062492625,Insolvent
2018,0.395317076,0.110248147,0.065114973,0.26981312,0.170206,6.046367489,0.113364789,0.149173929,0.308983345,0.025390298,0.082173678,Insolvent
2019,0.00014714,0.120552028,0.050195285,0.164632598,0.124010942,1.428571429,0.00049199,0.157160515,0.302166137,0.019489624,0.064499694,Insolvent
2015,0.01276007,0.012321844,0.014546625,0.328042684,0.076781993,1.858067448,0.019687356,0.111649198,0.244656968,0.008572648,0.035039459,Insolvent
2016,0.010984287,0.010579341,0.012369769,0.295472821,0.06740682,1.897782624,0.015198709,0.110900191,0.195003573,0.007475429,0.038334832,Insolvent
2017,0.040087923,0.00853331,0.013329242,0.26551664,0.068792412,3.304222974,0.020709748,0.144925071,0.159932402,0.009969745,0.062337244,Insolvent
2018,0.077664088,0.009717708,0.015652826,0.178318941,0.072623824,6.466619545,0.01661441,0.163870566,0.14490086,0.011900907,0.082131377,Insolvent
2019,0.049182172,-0.001153729,-0.001348151,0.124884021,0.058007673,3.740890625,0.020868982,-0.028169321,0.140165754,-0.001634037,-0.011657889,Insolvent
2015,0.008650155,0.010167929,0.020259494,0.099910734,0.108145782,1.428571429,0.023255179,0.108317698,0.132077427,0.011714102,0.088691174,Insolvent
2016,0.010253403,0.01092309,0.017647022,0.133165369,0.098794926,1.428571429,0.027739892,0.09489877,0.1375379,0.009375517,0.068166789,Insolvent
2017,0.017893185,0.01523,0.018557999,0.213985329,0.083847172,1.428571429,0.048714086,0.185311679,0.142942671,0.01553786,0.108699943,Insolvent
2018,0.014019525,0.020421034,0.022276645,0.158486896,0.100684394,1.428571429,0.039063917,0.149606205,0.162597443,0.01506301,0.092639895,Insolvent
2019,0.013294378,0.013172894,0.003905897,0.111259658,0.079331079,1.428571429,0.037370355,0.016298213,0.169924526,0.001292955,0.007608994,Insolvent
2015,0.017963012,-0.047694057,-0.05171377,0.090615472,0.06368596,11.63110371,0.001841566,-0.812012093,0.082484406,-0.05171377,-0.626952076,Insolvent
2016,0.025432781,-0.122576807,-0.066213558,0.105196655,0.025090992,14.27453985,0.001976885,-2.645040416,0.030845812,-0.066366687,-2.151562316,Insolvent
2017,0.017558911,-0.85464563,-0.724323078,0.065882413,0.01327397,12.77160777,0.000881756,-54.57523105,-0.691661913,-0.724429996,1.047375867,Insolvent
2018,0.009970425,-0.994983606,-0.136424721,0.031986758,0.00792903,8.443936773,0.000731407,-17.21570073,-0.831268701,-0.136503812,0.164211417,Insolvent
2019,-0.000963639,-1.072936741,-0.051494619,0.015237901,0.014886303,0.184470986,0.000620312,-3.459194709,-0.904868344,-0.051494619,0.056908411,Insolvent
2015,0.015825482,0.010142698,0.035290371,0.416133749,0.123952099,1.106387168,0.16326009,0.154914764,0.088854634,0.01920201,0.216105895,Insolvent
2016,0.080717601,0.004832426,0.012973704,0.290938849,0.04526203,1.61689594,0.141803582,0.157273378,0.077281706,0.007118512,0.092111221,Insolvent
2017,0.088232449,0.007584974,0.027344358,0.326732567,0.083790832,1.739139275,0.129729232,0.207505682,0.079838185,0.017387074,0.217778918,Healthy
2018,0.112909935,0.007547799,0.027940242,0.300562671,0.101831178,2.066835863,0.116004457,0.178969211,0.087653365,0.018224646,0.207917238,Healthy
2019,0.115616543,0.043459944,0.026260415,0.184640102,0.107218151,1.971500111,0.131952414,0.109251479,0.098097095,0.011713742,0.119409668,Healthy
2015,-0.037683492,0.012192484,0.017981003,0.145650432,0.098256038,0.603507588,0.112810032,0.154564482,0.157502665,0.015186894,0.09642309,Insolvent
